id,name,Abbreviation,EC Number,SUBSYSTEM,Description,Equation,Lower Bound,Upper Bound,μmol/min/gDW,Recon2,Recon2 Formula,KEGG,Gene symbol,Ensembl,HGNC,Gene Name,RNAseq Expression (FPKM),Immunohistochemisty,In list?,Score
R_MTHFD2m,methylenetetrahydrofolate dehydrogenase (NAD+),MTHFD2m,1.5.1.15,Folate mitochondrial,"5,10-Methylenetetrahydrofolate + NAD+ --> 5,10-Methenyltetrahydrofolate + NADH",M_nad_m + M_mlthf_m --> M_nadh_m + M_methf_m,-1000.0,0.0,0.0,MTHFD2m,nad[m] + mlthf[m] --> nadh[m] + methf[m],R01218,MTHFD2L or MTHFD2,ENSG00000163738 or ENSG00000065911,HGNC:31865 or HGNC:7434,methylenetetrahydrofolate dehydrogenase,"Low, Low","High, Not detected","TRUE, TRUE","13.7285, 15.5945"
R_MTHFCm,methenyltetrahydrofolate cyclohydrolase,MTHFCm,3.5.4.9,Folate mitochondrial,"5,10-Methenyltetrahydrofolate + H2O --> 10-Formyltetrahydrofolate + H+",M_h2o_m + M_methf_m --> M_10fthf_m + M_h_m,-1000.0,1000.0,0.0,MTHFCm,h2o[m] + methf[m] --> 10fthf[m] + h[m],R01655,MTHFD2L or MTHFD2,ENSG00000163738 or ENSG00000065911,HGNC:31865 or HGNC:7434,methylenetetrahydrofolate dehydrogenase,"Low, Low","High, Not detected","TRUE, TRUE","13.7285, 15.5945"
R_FTHFLm,formate---tetrahydrofolate ligase,FTHFLm,6.3.4.3,Folate mitochondrial,Tetrahydrofolate + Formate + ATP --> ADP + Orthophosphate + 10-Formyltetrahydrofolate,M_atp_m + M_thf_m + M_for_m --> M_10fthf_m + M_adp_m + M_pi_m,-1000.0,1000.0,0.0,FTHFLm,atp[m] + thf[m] + for[m] -> 10fthf[m] + adp[m] + pi[m],R00943,MTHFD1L,ENSG00000120254,HGNC:21055,methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like,Low,Medium,True,19.7152
R_FTHFDHm_MitoCore,formyltetrahydrofolate dehydrogenase,FTHFDHm_MitoCore,1.5.1.6,Folate mitochondrial,10-Formyltetrahydrofolate + NADP+ + H2O --> Tetrahydrofolate + CO2 + NADPH + H+,M_10fthf_m + M_h2o_m + M_nadp_m --> M_h_m + M_nadph_m + M_co2_m + M_thf_m,0.0,1000.0,0.0,,,R00941,ALDH1L2,ENSG00000136010,HGNC:26777,"aldehyde dehydrogenase 1 family, member L2",Low,Medium,True,13.3962
R_GLYATm,glycine C-acetyltransferase,GLYATm,2.3.1.29,Glycine degradation,Acetyl-CoA + Glycine --> CoA + L-2-Amino-3-oxobutanoic acid,M_accoa_m + M_gly_m --> M_coa_m + M_2aobut_m,-1000.0,1000.0,0.0,GLYATm,accoa[m] + gly[m] --> coa[m] + 2aobut[m],R00371 ,GCAT,ENSG00000100116,HGNC:4188,glycine C-acetyltransferase,Medium,Medium,True,19.7152
R_AOBUTDsm,,AOBUTDsm,Non-enzymatic,Glycine degradation,L-2-Amino-3-oxobutanoic acid --> Aminoacetone + CO2,M_h_m + M_2aobut_m --> M_co2_m + M_aact_m,0.0,1000.0,0.0,AOBUTDsm,h[m] + 2aobut[m] -> co2[m] + aact[m],R03758                      ,Non-enzymatic,Non-enzymatic,Non-enzymatic,Non-enzymatic,,,,
R_AACTOORm_MitoCore,monoamine oxidase,AACTOORm_MitoCore,1.4.3.4,Glycine degradation,Aminoacetone + H2O + Oxygen --> Methylglyoxal + Ammonia + Hydrogen peroxide,M_h2o_m + M_o2_m + M_aact_m --> M_h2o2_m + M_nh4_m + M_mthgxl_m,0.0,1000.0,0.0,AACTOOR,h2o[c] + o2[c] + aact[c] -> h2o2[c] + nh4[c] + mthgxl[c],R02529,MAOB,ENSG00000069535,HGNC:6834,monoamine oxidase B,High,High,True,4.5081
R_LGTHLm_MitoCore,lactoylglutathione lyase,LGTHLm_MitoCore,4.4.1.5,Glycine degradation,Glutathione + Methylglyoxal -->(R)-S-Lactoylglutathione,M_mthgxl_m + M_gthrd_m --> M_lgt_S_m,-1000.0,1000.0,0.0,LGTHL,mthgxl[c] + gthrd[c] -> lgt_S[c],R02530,GLO1,ENSG00000124767,HGNC:4323,glyoxalase I,Medium,Not detected,False,-5.0445
R_GLYOXm,hydroxyacylglutathione hydrolase,GLYOXm,3.1.2.6,Glycine degradation,(R)-S-Lactoylglutathione + H2O --> Glutathione + (R)-Lactate,M_h2o_m + M_lgt_S_m --> M_h_m + M_gthrd_m + M_lac_D_m,0.0,1000.0,0.0,GLYOXm,h2o[m] + lgt_S[m] -> h[m] + gthrd[m] + lac_D[m],R01736,HAGH,ENSG00000063854,HGNC:4805,hydroxyacylglutathione hydrolase,High,Medium,True,21.5442
R_LDH_Dm_MitoCore,D-lactate dehydrogenase (cytochrome),LDH_Dm_MitoCore,1.1.1.28,Glycine degradation,(R)-Lactate + NAD+ --> Pyruvate + NADH + H+,M_nad_m + M_lac_D_m --> M_h_m + M_nadh_m + M_pyr_m,-1000.0,1000.0,0.0,LDH_D,nad[c] + lac_D[c] --> h[c] + nadh[c] + pyr[c],R00704,LDHD,ENSG00000166816,HGNC:19708,"Probable D-lactate dehydrogenase, mitochondrial",Medium,High,True,13.493
R_CBPSam,carbamoyl-phosphate synthase (ammonia),CBPSam,6.3.4.16,Citrulline biosynthesis,2 ATP + Ammonia + HCO3 --> 2 ADP + Orthophosphate + Carbamoyl phosphate,M_nh4_m + 2.0 M_atp_m + M_hco3_m --> 2.0 M_h_m + 2.0 M_adp_m + M_pi_m + M_cbp_m,0.0,1000.0,0.0,CBPSam,nh4[m] + 2.0 atp[m] + hco3[m] -> 2.0 h[m] + 2.0 adp[m] + pi[m] + cbp[m],R00149,CPS1,ENSG00000021826,HGNC:2323,"carbamoyl-phosphate synthase 1, mitochondrial",Low,Not detected,True,15.5621
R_OCBTm,ornithine carbamoyltransferase,OCBTm,2.1.3.3,Citrulline biosynthesis,Carbamoyl phosphate + L-Ornithine --> Orthophosphate + L-Citrulline,M_orn_m + M_cbp_m --> M_h_m + M_pi_m + M_citr_L_m,0.0,1000.0,0.0,OCBTm,orn[m] + cbp[m] -> h[m] + pi[m] + citr_L[m],R01398,OTC,ENSG00000036473,HGNC:8512,"Ornithine carbamoyltransferase, mitochondrial",Not detected,Not detected,True,7.1641
R_NOS1,nitric-oxide synthase (NADPH),NOS1,1.14.13.39,NOS Signalling,L-Arginine + Oxygen + NADPH + H+ --> N-(omega)-Hydroxyarginine + NADP+ + H2O,M_o2_c + M_h_c + M_nadph_c + M_arg_L_c --> M_h2o_c + M_nadp_c + M_nwharg_c,0.0,1000.0,0.0,NOS1,o2[c] + h[c] + nadph[c] + arg_L[c] -> h2o[c] + nadp[c] + nwharg[c],R00558,NOS2,ENSG00000007171,HGNC:7873,"nitric oxide synthase 2, inducible",Not detected,Medium,False,-1.9426
R_NOS2,nitric-oxide synthase (NADPH),NOS2,1.14.13.39,NOS Signalling,NADPH + 2 N-(omega)-Hydroxyarginine + 2 Oxygen + H+ --> NADP+ + 2 Nitric oxide + 2 L-Citrulline + 2 H2O,M_o2_c + M_nadph_c + M_nwharg_c --> M_h2o_c + M_h_c + M_nadp_c + M_citr_L_c + M_no_c,0.0,1000.0,0.0,NOS2,o2[c] + nadph[c] + nwharg[c] -> h2o[c] + h[c] + nadp[c] + citr_L[c] + no[c],R00111,NOS2,ENSG00000007171,HGNC:7873,"nitric oxide synthase 2, inducible",Not detected,Medium,False,-1.9426
R_r0129,glutathione hydrolase,r0129,3.4.19.13,Glutathione degradation,Glutathione + H2O --> Cys-Gly + L-Glutamate,M_h2o_c + M_gthrd_c --> M_glu_L_c + M_cgly_c,0.0,1000.0,0.0,r0129,h2o[c] + gthrd[c] --> glu_L[c] + cgly[c],R00494,GGT6 or GGT7,ENSG00000167741 or ENSG00000131067,HGNC:26891 or HGNC:4259,gamma-glutamyltransferase 6,Not detected or Low,Medium or Low,"FALSE, FALSE","-10.6961, -9.2075"
R_AMPTASECG,membrane alanyl aminopeptidase,AMPTASECG,3.4.11.2,Glutathione degradation,Cys-Gly + H2O --> L-Cysteine + Glycine,M_h2o_c + M_cgly_c --> M_gly_c + M_cys_L_c,0.0,1000.0,0.0,AMPTASECG,h2o[c] + cgly[c] -> gly[c] + cys_L[c],R00899,ANPEP,ENSG00000166825,HGNC:500,alanyl (membrane) aminopeptidase,Low,Not detected,False,-1.5916
R_GLUCYS,glutamate---cysteine ligase,GLUCYS,6.3.2.2,Glutathione synthesis,ATP + L-Glutamate + L-Cysteine --> ADP + Orthophosphate + gamma-L-Glutamyl-L-cysteine,M_atp_c + M_glu_L_c + M_cys_L_c --> M_h_c + M_adp_c + M_pi_c + M_glucys_c,0.0,1000.0,0.0,GLUCYS,atp[c] + glu_L[c] + cys_L[c] -> h[c] + adp[c] + pi[c] + glucys[c],R00894,GCLC,ENSG00000001084,HGNC:4311,"glutamate-cysteine ligase, catalytic subunit",Low,Low,False,-5.1848
R_GTHS,glutathione synthase,GTHS,6.3.2.3,Glutathione synthesis,ATP + gamma-L-Glutamyl-L-cysteine + Glycine --> ADP + Orthophosphate + Glutathione,M_atp_c + M_gly_c + M_glucys_c --> M_h_c + M_adp_c + M_pi_c + M_gthrd_c,0.0,1000.0,0.0,GTHS,atp[c] + gly[c] + glucys[c] -> h[c] + adp[c] + pi[c] + gthrd[c],R00497,GSS,ENSG00000100983,HGNC:4624,Glutathione synthetase,Medium,Low,False,-8.0704
R_r0399,phenylalanine 4-monooxygenase,r0399,1.14.16.1,Phenylalanine degradation,Tetrahydrobiopterin + L-Phenylalanine + Oxygen --> Dihydrobiopterin + L-Tyrosine + H2O,M_o2_c + M_thbpt_c + M_phe_L_c --> M_h2o_c + M_dhbpt_c + M_tyr_L_c,0.0,1000.0,0.0,r0399,o2[c] + thbpt[c] + phe_L[c] --> h2o[c] + dhbpt[c] + tyr_L[c],R01795,PAH,ENSG00000171759,HGNC:8582,phenylalanine hydroxylase,Not detected,Not detected,False,-1.849
R_DHPR,"6,7-dihydropteridine reductase",DHPR,1.5.1.34,Phenylalanine degradation,Dihydrobiopterin + NADH + H+ --> Tetrahydrobiopterin + NAD+,M_h_c + M_nadh_c + M_dhbpt_c --> M_nad_c + M_thbpt_c,-1000.0,1000.0,0.0,DHPR,h[c] + nadh[c] + dhbpt[c] -> nad[c] + thbpt[c],R01793,QDPR,ENSG00000151552,HGNC:9752,quinoid dihydropteridine reductase,Medium,Not detected,True,6.1455
R_TYRTA,aspartate transaminase,TYRTA,2.6.1.1 or 2.6.1.5,Tyrosine degradation,L-Tyrosine + 2-Oxoglutarate --> 3-(4-Hydroxyphenyl)pyruvate + L-Glutamate,M_akg_c + M_tyr_L_c --> M_34hpp_c + M_glu_L_c,-1000.0,1000.0,0.0,TYRTA,akg[c] + tyr_L[c] --> 34hpp[c] + glu_L[c],R00734,GOT1,ENSG00000120053,HGNC:4432,"glutamic-oxaloacetic transaminase 1, soluble",High,ND,False,-2.9098
R_TYRTB_MitoCore,L-amino-acid oxidase,TYRTB_MitoCore,1.4.3.2,Tyrosine degradation,L-Tyrosine + H2O + Oxygen --> 3-(4-Hydroxyphenyl)pyruvate + Ammonia + Hydrogen peroxide,M_tyr_L_c + M_h2o_c + M_o2_c --> M_nh4_c + M_h2o2_c + M_34hpp_c,0.0,1000.0,0.0,,,R00729,IL4I1,ENSG00000104951,HGNC:19094,interleukin 4 induced 1,Not detected,Not detected,False,-6.2297
R_34HPPOR,4-hydroxyphenylpyruvate dioxygenase,34HPPOR,1.13.11.27,Tyrosine degradation,3-(4-Hydroxyphenyl)pyruvate + Oxygen --> Homogentisate + CO2,M_o2_c + M_34hpp_c --> M_co2_c + M_hgentis_c,0.0,1000.0,0.0,34HPPOR,o2[c] + 34hpp[c] -> co2[c] + hgentis[c],R02521,HPD,ENSG00000158104,HGNC:5147,4-hydroxyphenylpyruvate dioxygenase,Low,Not detected,False,-9.2075
R_HGNTOR,"homogentisate 1,2-dioxygenase",HGNTOR,1.13.11.5,Tyrosine degradation,Homogentisate + Oxygen --> 4-Maleylacetoacetate,M_o2_c + M_hgentis_c --> M_h_c + M_4mlacac_c,0.0,1000.0,0.0,HGNTOR,o2[c] + hgentis[c] -> h[c] + 4mlacac[c],R02519,HGD,ENSG00000113924,HGNC:4892,"homogentisate 1,2-dioxygenase",Not detected,Not detected,False,-5.1848
R_MACACI,maleylacetoacetate isomerase,MACACI,5.2.1.2,Tyrosine degradation,4-Maleylacetoacetate --> 4-Fumarylacetoacetate,M_4mlacac_c --> M_4fumacac_c,0.0,1000.0,0.0,MACACI,4mlacac[c] -> 4fumacac[c],R03181,GSTZ1,ENSG00000100577,HGNC:4643,glutathione S-transferase zeta 1,Low,Medium,True,14.1262
R_FUMAC,fumarylacetoacetase,FUMAC,3.7.1.2,Tyrosine degradation,4-Fumarylacetoacetate + H2O --> Acetoacetate + Fumarate,M_h2o_c + M_4fumacac_c --> M_h_c + M_acac_c + M_fum_c,0.0,1000.0,0.0,FUMAC,h2o[c] + 4fumacac[c] -> h[c] + acac[c] + fum[c],R01364,FAH,ENSG00000103876,HGNC:3579,fumarylacetoacetate hydrolase (fumarylacetoacetase),Medium,Not detected,False,-0.3604
R_ASNS1,asparagine synthetase (glutamine-hydrolyzing),ASNS1,6.3.5.4,Asparagine synthesis,ATP + L-Aspartate + L-Glutamine + H2O --> AMP + Diphosphate + L-Asparagine + L-Glutamate,M_h2o_c + M_atp_c + M_asp_L_c + M_gln_L_c --> M_h_c + M_glu_L_c + M_amp_c + M_ppi_c + M_asn_L_c,0.0,1000.0,0.0,ASNS1,h2o[c] + atp[c] + asp_L[c] + gln_L[c] -> h[c] + glu_L[c] + amp[c] + ppi[c] + asn_L[c],R00578,ASNS,ENSG00000070669,HGNC:753,asparagine synthetase (glutamine-hydrolyzing),Low,Low,False,-6.2297
R_r0127,asparaginase,r0127,3.5.1.1,Asparagine degradation,L-Asparagine + H2O --> L-Aspartate + Ammonia,M_h2o_c + M_asn_L_c --> M_nh4_c + M_asp_L_c,0.0,1000.0,0.01,r0127,h2o[c] + asn_L[c] -> nh4[c] + asp_L[c],R00485,ASPG,ENSG00000166183,HGNC:20123,asparaginase,Low,Low,False,-1.1966
R_HISD,histidine ammonia-lyase,HISD,4.3.1.3,Histidine degradation,L-Histidine --> Urocanate + Ammonia,M_his_L_c --> M_nh4_c + M_urcan_c,0.0,1000.0,0.01,HISD,his_L[c] -> nh4[c] + urcan[c],R01168 ,HAL,ENSG00000084110,HGNC:4806,histidine ammonia-lyase,Not detected,Medium,False,-8.0704
R_URCN,urocanate hydratase 1,URCN,4.2.1.49,Histidine degradation,Urocanate + H2O --> 4-Imidazolone-5-propanoate,M_h2o_c + M_urcan_c --> M_4izp_c,0.0,1000.0,0.01,URCN,h2o[c] + urcan[c] -> 4izp[c],R02914 ,UROC1,ENSG00000159650,HGNC:26444,urocanate hydratase 1,Not detected,ND,False,-7.3264
R_IZPN,amidohydrolase domain containing 1,IZPN,3.5.2.7,Histidine degradation,4-Imidazolone-5-propanoate + H2O --> N-Formimino-L-glutamate,M_h2o_c + M_4izp_c --> M_h_c + M_forglu_c,0.0,1000.0,0.01,IZPN,h2o[c] + 4izp[c] -> h[c] + forglu[c],R02288,AMDHD1,ENSG00000139344,HGNC:28577,amidohydrolase domain containing 1,Not detected,Not detected,False,-10.6961
R_GluForTx,formimidoyltransferase cyclodeaminase,GluForTx,2.1.2.5,Histidine degradation,Tetrahydrofolate + N-Formimino-L-glutamate --> L-Glutamate + 5-Formiminotetrahydrofolate,M_h_c + M_thf_c + M_forglu_c --> M_glu_L_c + M_5forthf_c,-1000.0,1000.0,0.01,GluForTx,h[c] + thf[c] + forglu[c] -> glu_L[c] + 5forthf[c],R02287,FTCD,ENSG00000160282,HGNC:3974,formimidoyltransferase cyclodeaminase,Not detected,Not detected,False,-10.6961
R_APAT2rm,4-aminobutyrate---2-oxoglutarate transaminase,APAT2rm,2.6.1.19,Beta-alanine degradation,beta-Alanine + 2-Oxoglutarate --> 3-Oxopropanoate + L-Glutamate,M_akg_m + M_ala_B_m --> M_glu_L_m + M_msa_m,-1000.0,1000.0,0.0,APAT2rm,akg[m] + ala_B[m] --> glu_L[m] + msa[m],R00908,ABAT,ENSG00000183044,HGNC:23,4-aminobutyrate aminotransferase,Low,Not detected,True,10.6859
R_MMSAD3m,malonate-semialdehyde dehydrogenase (acetylating),MMSAD3m,1.2.1.18,Beta-alanine degradation,3-Oxopropanoate + CoA + NAD+ --> Acetyl-CoA + CO2 + NADH + H+,M_nad_m + M_coa_m + M_msa_m --> M_nadh_m + M_co2_m + M_accoa_m,0.0,1000.0,0.0,MMSAD3m,nad[m] + coa[m] + msa[m] -> nadh[m] + co2[m] + accoa[m],R00705,ALDH6A1,ENSG00000119711,HGNC:7179,"aldehyde dehydrogenase 6 family, member A1",Medium,Not detected,True,23.2735
R_MMSAD3m2_MitoCore,malonate-semialdehyde dehydrogenase (acetylating),MMSAD3m2_MitoCore,1.2.1.18,Beta-alanine degradation,3-Oxopropanoate + CoA + NADP+ --> Acetyl-CoA + CO2 + NADPH + H+,M_nadp_m + M_coa_m + M_msa_m --> M_nadph_m + M_co2_m + M_accoa_m,0.0,1000.0,0.0,,,R00706,ALDH6A1,ENSG00000119711,HGNC:7179,"aldehyde dehydrogenase 6 family, member A1",Medium,Not detected,True,23.2735
R_ASP1DC,,ASP1DC,4.1.1.11,Beta-alanine synthesis,L-Aspartate --> beta-Alanine + CO2,M_h_c + M_asp_L_c --> M_co2_c + M_ala_B_c,0.0,0.0,0.0,ASP1DC,h[c] + asp_L[c] -> co2[c] + ala_B[c],R00489,GADL1,ENSG00000144644,HGNC:27949,glutamate decarboxylase-like 1,Not detected,ND,False,-10.6961
R_CKc,creatine kinase,CKc,2.7.3.2,Creatine ATP buffer,ATP + Creatine --> ADP + Phosphocreatine,M_atp_c + M_creat_c --> M_adp_c + M_pcreat_c,-1000.0,1000.0,0.0,CKc,atp[c] + creat[c] --> adp[c] + pcreat[c],R01881,CKB or CKM,ENSG00000166165 or ENSG00000104879,HGNC:1991 or HGNC:1994,Creatine kinase ,Medium or High,Low or high,"FALSE, FALSE","0.8985, -3.4637"
R_CK,creatine kinase,CK,2.7.3.2,Creatine ATP buffer,ATP + Creatine --> ADP + Phosphocreatine,M_atp_m + M_creat_m --> M_adp_m + M_pcreat_m,-1000.0,1000.0,0.0,CK,atp[m] + creat[m] --> adp[m] + pcreat[m],R01881,CKMT2,ENSG00000131730,HGNC:1996,"Creatine kinase S-type, mitochondrial",High,High,True,18.2617
R_ACOAHi,acetyl-CoA hydrolase,ACOAHi,3.1.2.1,Acetate production,Acetyl-CoA + H2O --> CoA + Acetate,M_h2o_c + M_accoa_c --> M_h_c + M_coa_c + M_ac_c,0.0,1000.0,0.0,ACOAHi,h2o[c] + accoa[c] -> h[c] + coa[c] + ac[c],R00227,ACOT12,ENSG00000172497,HGNC:24436,acyl-CoA thioesterase 12,Not detected,ND,False,-0.3604
R_ALCD2yf,alcohol dehydrogenase (NADP+),ALCD2yf,1.1.1.2,Alcohol metabolism,Ethanol + NADP+ --> Acetaldehyde + NADPH + H+,M_nadp_c + M_etoh_c --> M_h_c + M_nadph_c + M_acald_c,0.0,1000.0,0.0,ALCD2yf,nadp[c] + etoh[c] -> h[c] + nadph[c] + acald[c],R00746,AKR1A1,ENSG00000117448,HGNC:380,"aldo-keto reductase family 1, member A1 (aldehyde reductase)",Medium,Low,False,-6.6912
R_ALCD2if,alcohol dehydrogenase,ALCD2if,1.1.1.1,Alcohol metabolism,Ethanol + NAD+ --> Acetaldehyde + NADH + H+,M_nad_c + M_etoh_c --> M_h_c + M_nadh_c + M_acald_c,0.0,1000.0,0.0,ALCD2if,nad[c] + etoh[c] -> h[c] + nadh[c] + acald[c],R00754,ADH1C and ADH5,ENSG00000248144 and ENSG00000197894,HGNC:251 and HGNC:253,alcohol dehydrogenase ,Low and Medium,Low and Medium,"FALSE, FALSE","1.294, 0.7016"
R_ACALDtm,,ACALDtm,,Alcohol metabolism,Acetaldehyde diffusion into mitochondrion,M_acald_m --> M_acald_c,-1000.0,1000.0,0.0,ACALDtm,acald[m] --> acald[c],,,,,,,,,
R_ALDD2xm,aldehyde dehydrogenase (NAD+),ALDD2xm,1.2.1.3,Alcohol metabolism,Acetaldehyde + NAD+ + H2O --> Acetate + NADH + H+,M_h2o_m + M_nad_m + M_acald_m --> 2.0 M_h_m + M_nadh_m + M_ac_m,0.0,1000.0,0.0,ALDD2xm,h2o[m] + nad[m] + acald[m] -> 2.0 h[m] + nadh[m] + ac[m],R00710,ALDH1B1 or ALDH3A2 or ALDH7A1 or ALDH9A1,ENSG00000137124 or ENSG00000072210 or ENSG00000164904 or ENSG00000143149,HGNC:407 or HGNC:403 or HGNC:877 or HGNC:412,aldehyde dehydrogenase family,Low or Medium or Medium or Medium,High or Medium or Low or Low,"TRUE, TRUE, TRUE, TRUE","17.6418, 10.116, 13.8432, 23.4278"
R_ALDD2x,aldehyde dehydrogenase (NAD+),ALDD2x,1.2.1.3,Alcohol metabolism,Acetaldehyde + NAD+ + H2O --> Acetate + NADH + H+,M_h2o_c + M_nad_c + M_acald_c --> 2.0 M_h_c + M_nadh_c + M_ac_c,0.0,1000.0,0.0,ALDD2x,h2o[c] + nad[c] + acald[c] -> 2.0 h[c] + nadh[c] + ac[c],R00710,ALDH7A1 or ALDH9A1,ENSG00000164904 or ENSG00000143149,HGNC:877 or HGNC:412,aldehyde dehydrogenase family,Medium or Medium,Low or Low,"TRUE, TRUE","13.8432, 23.4278"
R_ACSm,acetate---CoA ligase,ACSm,6.2.1.1,Alcohol metabolism,ATP + Acetate + CoA --> AMP + Diphosphate + Acetyl-CoA,M_atp_m + M_coa_m + M_ac_m --> M_accoa_m + M_amp_m + M_ppi_m,0.0,1000.0,0.0,ACSm,atp[m] + coa[m] + ac[m] -> accoa[m] + amp[m] + ppi[m],R00235 (R00316 + R00236),ACSS1,ENSG00000154930,HGNC:16091,acyl-CoA synthetase short-chain family member 1,Medium,High,True,9.7551
R_ACS,acetate---CoA ligase,ACS,6.2.1.1,Alcohol metabolism,ATP + Acetate + CoA --> AMP + Diphosphate + Acetyl-CoA,M_atp_c + M_coa_c + M_ac_c --> M_accoa_c + M_amp_c + M_ppi_c,0.0,1000.0,0.0,ACS,atp[c] + coa[c] + ac[c] -> accoa[c] + amp[c] + ppi[c],R00235 (R00316 + R00236),ACSS2,ENSG00000131069,HGNC:15814,acyl-CoA synthetase short-chain family member 2,Medium,High,False,4.4743
R_ADSL1,adenylosuccinate lyase,ADSL1,4.3.2.2,Purine Nucleotide Cycle,"N6-(1,2-Dicarboxyethyl)-AMP --> Fumarate + AMP",M_dcamp_c --> M_amp_c + M_fum_c,0.0,1000.0,0.0,ADSL1,dcamp[c] -> amp[c] + fum[c],R01083,ADSL,ENSG00000239900,HGNC:291,adenylosuccinate lyase,Medium,Medium,False,4.9634
R_ADSS,adenylosuccinate synthase,ADSS,6.3.4.4,Purine Nucleotide Cycle,"GTP + IMP + L-Aspartate --> GDP + Orthophosphate + N6-(1,2-Dicarboxyethyl)-AMP",M_asp_L_c + M_gtp_c + M_imp_c --> 2.0 M_h_c + M_pi_c + M_gdp_c + M_dcamp_c,0.0,1000.0,0.0,ADSS,asp_L[c] + gtp[c] + imp[c] -> 2.0 h[c] + pi[c] + gdp[c] + dcamp[c],R01135,ADSS or ADSSL1,ENSG00000035687 or ENSG00000185100,HGNC:292 or HGNC:20093,adenylosuccinate synthase,Low or High,Not detected or ND,False,"-6.8878, -3.5181"
R_AMPD1,adenosine monophosphate deaminase 1,AMPD1,3.5.4.6,Purine Nucleotide Cycle,AMP + H2O --> IMP + Ammonia,M_h2o_c + M_h_c + M_amp_c --> M_nh4_c + M_imp_c,0.0,1000.0,0.0,AMPDA,h2o[c] + h[c] + amp[c] -> nh4[c] + imp[c],R00181,AMPD1,ENSG00000116748,HGNC:468,adenosine monophosphate deaminase 1,Not detected,Low,False,-10.6961
R_ARGN,arginase 1,ARGN,3.5.3.1,Urea Cycle,L-Arginine + H2O --> L-Ornithine + Urea,M_h2o_c + M_arg_L_c --> M_orn_c + M_urea_c,0.0,1000.0,0.0035,ARGN,h2o[c] + arg_L[c] -> orn[c] + urea[c],R00551,ARG1,ENSG00000118520,HGNC:663,arginase 1,Not detected,Not detected,False,-2.9098
R_ARGSL,argininosuccinate lyase,ARGSL,4.3.2.1,Urea Cycle,N-(L-Arginino)succinate --> Fumarate + L-Arginine,M_argsuc_c --> M_fum_c + M_arg_L_c,-1000.0,1000.0,0.0,ARGSL,argsuc[c] --> fum[c] + arg_L[c],R01086,ASL,ENSG00000126522,HGNC:746,argininosuccinate lyase,Low,Not detected,False,1.1487
R_ARGSS,argininosuccinate synthase,ARGSS,6.3.4.5,Urea Cycle,ATP + L-Citrulline + L-Aspartate --> AMP + Diphosphate + N-(L-Arginino)succinate,M_atp_c + M_asp_L_c + M_citr_L_c --> M_h_c + M_amp_c + M_ppi_c + M_argsuc_c,0.0,1000.0,0.0,ARGSS,atp[c] + asp_L[c] + citr_L[c] -> h[c] + amp[c] + ppi[c] + argsuc[c],R01954,ASS1,ENSG00000130707,HGNC:758,argininosuccinate synthase,Medium,Not detected,False,-4.3044
R_ARGNm,arginase 2,ARGNm,3.5.3.1,Urea Cycle,L-Arginine + H2O --> L-Ornithine + Urea,M_h2o_m + M_arg_L_m --> M_orn_m + M_urea_m,0.0,1000.0,0.0035,ARGNm,h2o[m] + arg_L[m] -> orn[m] + urea[m],R00551,ARG2,ENSG00000081181,HGNC:664,arginase 2,Low,Medium,True,7.9705
R_ALASm,5'-aminolevulinate synthase 1,ALASm,2.3.1.37,Haem Synthesis,Succinyl-CoA + Glycine --> 5-Aminolevulinate + CoA + CO2,M_h_m + M_gly_m + M_succoa_m --> M_coa_m + M_co2_m + M_5aop_m,0.0,1000.0,0.0,ALASm,h[m] + gly[m] + succoa[m] -> coa[m] + co2[m] + 5aop[m],R00830,ALAS1,ENSG00000023330,HGNC:396,5'-aminolevulinate synthase 1,High,Medium,True,26.3146
R_5AOPtm,aminolevulinate transporter,5AOPtm,,Haem Synthesis,5-Aminolevulinate transport out of mitochondrion,M_5aop_m --> M_5aop_c ,-1000.0,1000.0,0.0,5AOPtm,5aop[c] --> 5aop[m],,Unknown,Unknown,Unknown,Unknown,,,,
R_PPBNGS,aminolevulinate dehydratase,PPBNGS,4.2.1.24,Haem Synthesis,2 5-Aminolevulinate --> Porphobilinogen + 2 H2O,2.0 M_5aop_c --> 2.0 M_h2o_c + M_h_c + M_ppbng_c,-1000.0,1000.0,0.0,PPBNGS,2.0 5aop[c] -> 2.0 h2o[c] + h[c] + ppbng[c],R00036,ALAD,ENSG00000148218,HGNC:395,aminolevulinate dehydratase,Medium,Not detected,True,1.5686
R_HMBS,hydroxymethylbilane synthase,HMBS,2.5.1.61,Haem Synthesis,4 Porphobilinogen + H2O --> Hydroxymethylbilane + 4 Ammonia,M_h2o_c + 4.0 M_ppbng_c --> 4.0 M_nh4_c + M_hmbil_c,0.0,1000.0,0.0,HMBS,h2o[c] + 4.0 ppbng[c] -> 4.0 nh4[c] + hmbil[c],R00084,HMBS,ENSG00000256269,HGNC:4982,hydroxymethylbilane synthase,Low,Medium,True,7.258
R_UPP3S,uroporphyrinogen III synthase,UPP3S,4.2.1.75,Haem Synthesis,Hydroxymethylbilane --> Uroporphyrinogen III + H2O,M_hmbil_c --> M_h2o_c + M_uppg3_c,-1000.0,1000.0,0.0,UPP3S,hmbil[c] -> h2o[c] + uppg3[c],R03165,UROS,ENSG00000188690,HGNC:12592,uroporphyrinogen III synthase,Medium,Low,False,-5.1848
